total_number_of_words,total_number_of_stop_words,total_number_of_syllables,total_number_of_words_more_than_two_syllables,total_number_of_words_more_than_three_syllables,total_number_of_unique_words,total_number_of_sentences,total_number_of_characters,average_number_of_words_per_sentence,average_number_of_characters_per_sentence,average_number_of_characters_per_word,average_number_of_syllables_per_sentence,average_number_of_syllables_per_word,average_number_of_stop_words_per_sentence,average_number_of_stop_words_per_word,total_kuperman_age_of_acquistion_of_words,total_brysbaert_age_of_acquistion_of_words,total_subtlex_us_zipf_of_words,average_kuperman_age_of_acquistion_of_words_per_word,average_brysbaert_age_of_acquistion_of_words_per_word,average_kuperman_age_of_acquistion_of_words_per_sentence,average_brysbaert_age_of_acquistion_of_words_per_sentence,average_subtlex_us_zipf_of_words_per_word,average_subtlex_us_zipf_of_words_per_sentence,simple_adjectives_variation,simple_adpositions_variation,simple_adverbs_variation,simple_auxiliaries_variation,simple_coordinating_conjunctions_variation,simple_determiners_variation,simple_interjections_variation,simple_nouns_variation,simple_numerals_variation,simple_particles_variation,simple_pronouns_variation,simple_proper_nouns_variation,simple_punctuations_variation,simple_subordinating_conjunctions_variation,simple_symbols_variation,simple_verbs_variation,simple_spaces_variation,root_adjectives_variation,root_adpositions_variation,root_adverbs_variation,root_auxiliaries_variation,root_coordinating_conjunctions_variation,root_determiners_variation,root_interjections_variation,root_nouns_variation,root_numerals_variation,root_particles_variation,root_pronouns_variation,root_proper_nouns_variation,root_punctuations_variation,root_subordinating_conjunctions_variation,root_symbols_variation,root_verbs_variation,root_spaces_variation,corrected_adjectives_variation,corrected_adpositions_variation,corrected_adverbs_variation,corrected_auxiliaries_variation,corrected_coordinating_conjunctions_variation,corrected_determiners_variation,corrected_interjections_variation,corrected_nouns_variation,corrected_numerals_variation,corrected_particles_variation,corrected_pronouns_variation,corrected_proper_nouns_variation,corrected_punctuations_variation,corrected_subordinating_conjunctions_variation,corrected_symbols_variation,corrected_verbs_variation,corrected_spaces_variation,simple_type_token_ratio,root_type_token_ratio,corrected_type_token_ratio,bilogarithmic_type_token_ratio,uber_type_token_ratio,simple_type_token_ratio_no_lemma,root_type_token_ratio_no_lemma,corrected_type_token_ratio_no_lemma,bilogarithmic_type_token_ratio_no_lemma,uber_type_token_ratio_no_lemma,average_number_of_adjectives_per_word,average_number_of_adpositions_per_word,average_number_of_adverbs_per_word,average_number_of_auxiliaries_per_word,average_number_of_coordinating_conjunctions_per_word,average_number_of_determiners_per_word,average_number_of_interjections_per_word,average_number_of_nouns_per_word,average_number_of_numerals_per_word,average_number_of_particles_per_word,average_number_of_pronouns_per_word,average_number_of_proper_nouns_per_word,average_number_of_punctuations_per_word,average_number_of_subordinating_conjunctions_per_word,average_number_of_symbols_per_word,average_number_of_verbs_per_word,average_number_of_spaces_per_word,average_number_of_adjectives_per_sentence,average_number_of_adpositions_per_sentence,average_number_of_adverbs_per_sentence,average_number_of_auxiliaries_per_sentence,average_number_of_coordinating_conjunctions_per_sentence,average_number_of_determiners_per_sentence,average_number_of_interjections_per_sentence,average_number_of_nouns_per_sentence,average_number_of_numerals_per_sentence,average_number_of_particles_per_sentence,average_number_of_pronouns_per_sentence,average_number_of_proper_nouns_per_sentence,average_number_of_punctuations_per_sentence,average_number_of_subordinating_conjunctions_per_sentence,average_number_of_symbols_per_sentence,average_number_of_verbs_per_sentence,average_number_of_spaces_per_sentence,flesch_kincaid_reading_ease,flesch_kincaid_grade_level,gunning_fog_index,smog_index,coleman_liau_index,automated_readability_index,reading_time_for_fast_readers,reading_time_for_average_readers,reading_time_for_slow_readers
529,265,729,73,13,273,24,2434,22.04,101.42,4.6,30.38,1.38,11.04,0.5,2302.9,1991.52,2763.49,4.35,3.76,95.95,82.98,5.22,115.15,0.67,0.25,1.0,0.29,0.07,0.12,1.0,0.73,0.73,0.27,0.46,0.76,0.07,0.54,0.0,0.72,0.11,2.83,2.08,4.47,1.31,0.26,0.83,1.0,7.33,2.41,1.03,3.1,5.78,0.67,1.94,0.0,6.44,0.33,2.0,1.47,3.16,0.93,0.18,0.59,0.71,5.18,1.71,0.73,2.19,4.09,0.47,1.37,0.0,4.56,0.24,0.52,11.87,8.39,0.89,47.57,0.52,11.87,8.39,0.89,47.57,0.03,0.13,0.04,0.04,0.03,0.1,0.0,0.19,0.02,0.03,0.09,0.11,0.15,0.02,0.0,0.15,0.02,0.75,2.79,0.83,0.88,0.62,2.17,0.04,4.25,0.46,0.62,1.92,2.42,3.38,0.54,0.0,3.38,0.38,67.88,9.27,14.34,4.2,9.91,11.26,1.76,2.2,3.02
476,217,713,87,26,241,14,2320,34.0,165.71,4.87,50.93,1.5,15.5,0.46,2341.41,1879.35,2381.1,4.92,3.95,167.24,134.24,5.0,170.08,0.73,0.31,0.93,0.23,0.43,0.13,0.0,0.67,0.7,0.21,0.38,0.72,0.12,0.6,0.0,0.7,0.11,4.02,2.41,3.47,1.26,1.13,0.94,0.0,6.57,2.21,0.92,1.84,5.31,1.0,1.34,0.0,5.54,0.33,2.84,1.71,2.46,0.89,0.8,0.67,0.0,4.64,1.57,0.65,1.3,3.75,0.71,0.95,0.0,3.92,0.24,0.51,11.05,7.81,0.89,44.2,0.51,11.05,7.81,0.89,44.2,0.06,0.13,0.03,0.07,0.01,0.12,0.0,0.2,0.02,0.04,0.05,0.11,0.13,0.01,0.0,0.13,0.02,2.14,4.43,1.0,2.21,0.5,3.93,0.0,6.79,0.71,1.36,1.71,3.86,4.57,0.36,0.0,4.5,0.64,45.6,15.35,20.91,7.79,11.99,18.53,1.59,1.98,2.72
384,195,566,76,21,213,17,1813,22.59,106.65,4.72,33.29,1.47,11.47,0.51,1749.07,1472.74,1972.03,4.55,3.84,102.89,86.63,5.14,116.0,1.0,0.29,1.0,0.24,0.33,0.18,0.0,0.73,0.86,0.21,0.37,0.64,0.15,0.62,0.0,0.88,0.25,4.36,2.1,3.0,1.09,1.0,1.12,0.0,5.99,2.27,0.8,2.27,4.22,1.09,1.77,0.0,6.3,0.71,3.08,1.49,2.12,0.77,0.71,0.79,0.0,4.23,1.6,0.57,1.61,2.98,0.77,1.25,0.0,4.46,0.5,0.55,10.87,7.69,0.9,48.77,0.55,10.87,7.69,0.9,48.77,0.05,0.13,0.02,0.05,0.02,0.1,0.0,0.17,0.02,0.04,0.1,0.11,0.14,0.02,0.0,0.13,0.02,1.12,3.0,0.53,1.24,0.53,2.29,0.0,3.94,0.41,0.82,2.24,2.59,3.18,0.47,0.0,3.0,0.47,59.21,10.61,16.95,6.35,10.65,12.1,1.28,1.6,2.19
1143,524,1886,260,103,486,55,5811,20.78,105.65,5.08,34.29,1.65,9.53,0.46,5984.69,4827.95,5587.08,5.24,4.22,108.81,87.78,4.89,101.58,0.52,0.16,0.78,0.19,0.05,0.1,0.0,0.66,0.78,0.13,0.23,0.65,0.05,0.36,0.5,0.75,0.07,5.77,1.9,4.67,1.36,0.38,0.91,0.0,10.31,2.33,0.72,2.1,7.28,0.63,1.71,0.71,7.94,0.38,4.08,1.35,3.3,0.96,0.27,0.64,0.0,7.29,1.65,0.51,1.48,5.15,0.45,1.21,0.5,5.61,0.27,0.43,14.38,10.16,0.88,44.75,0.43,14.38,10.16,0.88,44.75,0.11,0.13,0.03,0.05,0.05,0.07,0.0,0.22,0.01,0.03,0.07,0.11,0.14,0.02,0.0,0.1,0.02,2.24,2.65,0.65,0.98,1.13,1.42,0.0,4.49,0.16,0.56,1.49,2.31,2.93,0.4,0.04,2.04,0.49,46.15,11.99,17.41,7.82,12.67,12.91,3.81,4.76,6.53
920,470,1381,167,57,425,36,4392,25.56,122.0,4.77,38.36,1.5,13.06,0.51,4413.45,3724.34,4484.96,4.8,4.05,122.6,103.45,4.87,124.58,0.83,0.22,0.8,0.26,0.12,0.09,0.0,0.7,0.82,0.09,0.33,0.47,0.08,0.5,0.67,0.69,0.25,6.7,2.35,6.76,1.84,0.6,0.83,0.0,8.52,3.4,0.53,2.71,4.67,0.91,2.35,1.15,7.28,0.5,4.74,1.66,4.78,1.3,0.42,0.59,0.0,6.02,2.4,0.38,1.91,3.3,0.64,1.66,0.82,5.14,0.35,0.46,14.01,9.91,0.89,47.43,0.46,14.01,9.91,0.89,47.43,0.07,0.12,0.08,0.05,0.03,0.1,0.0,0.16,0.02,0.03,0.07,0.11,0.16,0.02,0.0,0.12,0.0,1.81,3.14,1.97,1.39,0.69,2.58,0.0,4.14,0.47,0.89,1.83,2.69,4.06,0.61,0.08,3.11,0.11,53.9,12.09,17.48,7.19,11.11,13.83,3.07,3.83,5.26
1111,525,1570,171,59,454,48,5250,23.15,109.38,4.73,32.71,1.41,10.94,0.47,4923.14,4323.68,5343.35,4.43,3.89,102.57,90.08,4.81,111.32,0.76,0.23,0.71,0.15,0.09,0.12,1.0,0.66,0.7,0.08,0.23,0.42,0.05,0.48,0.0,0.62,0.03,7.17,2.36,5.0,1.23,0.52,1.09,1.0,8.51,2.21,0.56,2.1,5.59,0.64,2.4,0.0,7.56,0.18,5.07,1.67,3.54,0.87,0.37,0.77,0.71,6.02,1.57,0.4,1.48,3.96,0.45,1.7,0.0,5.35,0.13,0.41,13.62,9.63,0.87,41.83,0.41,13.62,9.63,0.87,41.83,0.08,0.09,0.04,0.06,0.03,0.08,0.0,0.15,0.01,0.05,0.07,0.16,0.18,0.02,0.0,0.13,0.03,1.88,2.15,1.02,1.38,0.69,1.75,0.02,3.42,0.21,1.06,1.71,3.65,4.1,0.52,0.0,3.08,0.65,63.79,10.11,15.41,6.33,10.71,12.4,3.7,4.63,6.35
1750,976,2297,209,76,619,69,7550,25.36,109.42,4.31,33.29,1.31,14.14,0.56,8000.01,6793.37,9154.5,4.57,3.88,115.94,98.45,5.23,132.67,0.72,0.16,0.57,0.11,0.07,0.08,0.8,0.71,0.54,0.05,0.16,0.48,0.07,0.29,0.0,0.53,0.06,8.69,1.99,5.42,1.25,0.6,1.03,1.79,11.43,1.94,0.37,2.13,5.82,0.89,2.02,0.0,8.15,0.33,6.14,1.41,3.83,0.89,0.42,0.73,1.26,8.08,1.37,0.26,1.5,4.11,0.63,1.43,0.0,5.76,0.24,0.35,14.8,10.46,0.86,39.76,0.35,14.8,10.46,0.86,39.76,0.08,0.09,0.05,0.07,0.04,0.09,0.0,0.15,0.01,0.04,0.11,0.09,0.1,0.03,0.0,0.14,0.02,2.12,2.29,1.33,1.81,1.01,2.3,0.07,3.75,0.19,0.96,2.7,2.16,2.65,0.7,0.0,3.46,0.52,70.05,9.79,14.92,6.0,8.4,11.57,5.83,7.29,10.0
79,34,112,13,3,71,3,395,26.33,131.67,5.0,37.33,1.42,11.33,0.43,298.37,250.98,380.46,3.78,3.18,99.46,83.66,4.82,126.82,1.0,0.8,1.0,0.0,0.33,0.38,0.0,0.94,1.0,1.0,1.0,0.79,0.5,1.0,0.0,1.0,1.0,2.24,2.53,2.0,0.0,0.58,1.06,0.0,3.75,2.24,1.0,1.73,2.94,1.58,1.0,0.0,2.83,1.0,1.58,1.79,1.41,0.0,0.41,0.75,0.0,2.65,1.58,0.71,1.22,2.08,1.12,0.71,0.0,2.0,0.71,0.9,7.99,5.65,0.98,170.19,0.9,7.99,5.65,0.98,170.19,0.06,0.13,0.05,0.0,0.04,0.1,0.0,0.2,0.06,0.01,0.04,0.18,0.13,0.01,0.0,0.1,0.01,1.67,3.33,1.33,0.0,1.0,2.67,0.0,5.33,1.67,0.33,1.0,4.67,3.33,0.33,0.0,2.67,0.33,60.17,11.41,17.12,5.71,12.48,15.29,0.26,0.33,0.45
280,142,411,49,18,156,12,1290,23.33,107.5,4.61,34.25,1.47,11.83,0.51,1286.55,1153.08,1443.65,4.59,4.12,107.21,96.09,5.16,120.3,0.95,0.39,0.91,0.31,0.11,0.16,0.0,0.87,1.0,0.23,0.5,0.46,0.2,0.56,0.0,0.84,0.4,4.13,2.16,3.02,1.25,0.33,0.9,0.0,5.9,1.41,0.83,2.0,2.7,0.89,1.67,0.0,5.1,0.89,2.92,1.52,2.13,0.88,0.24,0.64,0.0,4.17,1.0,0.59,1.41,1.91,0.63,1.18,0.0,3.6,0.63,0.56,9.32,6.59,0.9,43.6,0.56,9.32,6.59,0.9,43.6,0.07,0.11,0.04,0.06,0.03,0.11,0.0,0.16,0.01,0.05,0.06,0.12,0.07,0.03,0.0,0.13,0.02,1.58,2.58,0.92,1.33,0.75,2.58,0.0,3.83,0.17,1.08,1.33,2.92,1.67,0.75,0.0,3.08,0.42,58.97,10.83,16.33,7.0,10.02,11.94,0.93,1.17,1.6
1516,766,2071,211,65,551,68,6819,22.29,100.28,4.5,30.46,1.37,11.26,0.51,6926.75,5989.3,7739.68,4.57,3.95,101.86,88.08,5.11,113.82,0.68,0.14,0.58,0.15,0.08,0.07,1.0,0.64,0.67,0.08,0.18,0.41,0.05,0.35,0.14,0.57,0.08,6.87,1.8,5.35,1.41,0.5,0.82,1.41,10.68,3.27,0.57,1.97,4.82,0.72,2.21,0.38,8.02,0.49,4.85,1.27,3.78,1.0,0.35,0.58,1.0,7.55,2.31,0.4,1.39,3.41,0.51,1.57,0.27,5.67,0.35,0.36,14.15,10.01,0.86,39.36,0.36,14.15,10.01,0.86,39.36,0.07,0.11,0.06,0.06,0.02,0.1,0.0,0.19,0.02,0.03,0.08,0.09,0.15,0.03,0.0,0.13,0.02,1.49,2.4,1.24,1.25,0.53,2.21,0.03,4.13,0.35,0.74,1.84,2.06,3.4,0.59,0.1,2.87,0.54,68.63,9.22,14.48,5.59,9.32,10.9,5.05,6.32,8.66
1075,528,1507,170,42,425,45,4882,23.89,108.49,4.54,33.49,1.4,11.73,0.49,5035.7,4198.89,5476.88,4.68,3.91,111.9,93.31,5.09,121.71,0.79,0.17,0.63,0.11,0.13,0.08,0.0,0.64,0.56,0.06,0.24,0.45,0.07,0.5,0.0,0.72,0.04,6.81,1.95,4.06,0.86,0.52,0.83,0.0,9.34,1.67,0.43,2.06,4.96,0.77,1.73,0.0,7.91,0.19,4.82,1.38,2.87,0.61,0.37,0.58,0.0,6.61,1.18,0.3,1.46,3.51,0.55,1.22,0.0,5.59,0.13,0.4,12.96,9.17,0.87,39.47,0.4,12.96,9.17,0.87,39.47,0.07,0.12,0.04,0.06,0.01,0.11,0.0,0.2,0.01,0.05,0.07,0.11,0.13,0.01,0.0,0.11,0.03,1.67,2.82,0.91,1.47,0.33,2.64,0.0,4.78,0.2,1.09,1.69,2.73,3.0,0.27,0.0,2.69,0.62,63.99,10.27,15.88,5.52,9.66,11.9,3.58,4.48,6.14
116,50,209,34,6,90,3,638,38.67,212.67,5.5,69.67,1.8,16.67,0.43,553.68,445.01,554.04,4.77,3.84,184.56,148.34,4.78,184.68,1.0,0.6,1.0,0.5,0.67,0.33,0.0,0.83,0.0,0.43,0.71,0.86,0.25,1.0,0.0,0.94,0.5,2.45,2.32,2.83,1.22,1.15,0.82,0.0,3.54,0.0,1.13,1.89,3.93,0.87,1.0,0.0,3.75,0.71,1.73,1.64,2.0,0.87,0.82,0.58,0.0,2.5,0.0,0.8,1.34,2.78,0.61,0.71,0.0,2.65,0.5,0.78,8.36,5.91,0.95,79.79,0.78,8.36,5.91,0.95,79.79,0.05,0.13,0.07,0.05,0.03,0.05,0.0,0.16,0.0,0.06,0.06,0.18,0.1,0.01,0.0,0.14,0.02,2.0,5.0,2.67,2.0,1.0,2.0,0.0,6.0,0.0,2.33,2.33,7.0,4.0,0.33,0.0,5.33,0.67,15.16,20.75,27.19,8.08,15.77,23.81,0.39,0.48,0.66
485,203,727,61,20,230,24,2356,20.21,98.17,4.86,30.29,1.5,8.46,0.42,2059.72,1740.62,2387.1,4.25,3.59,85.82,72.53,4.92,99.46,0.56,0.3,1.0,0.2,0.21,0.11,0.0,0.72,0.57,0.29,0.37,0.54,0.1,0.56,0.0,0.62,0.08,3.59,2.2,3.0,1.0,0.8,0.73,0.0,6.85,1.51,1.07,1.61,4.65,0.85,1.67,0.0,5.3,0.28,2.54,1.55,2.12,0.71,0.57,0.52,0.0,4.84,1.07,0.76,1.14,3.29,0.6,1.18,0.0,3.75,0.2,0.47,10.44,7.38,0.88,39.64,0.47,10.44,7.38,0.88,39.64,0.08,0.11,0.02,0.05,0.03,0.1,0.0,0.19,0.01,0.03,0.04,0.15,0.14,0.02,0.0,0.15,0.03,1.71,2.21,0.38,1.04,0.58,1.96,0.0,3.75,0.29,0.58,0.79,3.08,2.83,0.38,0.0,3.0,0.54,59.51,9.98,13.11,5.21,11.3,11.55,1.62,2.02,2.77
576,253,905,119,31,282,22,2825,26.18,128.41,4.9,41.14,1.57,11.5,0.44,2630.89,2152.73,2775.09,4.57,3.74,119.59,97.85,4.82,126.14,0.66,0.19,0.86,0.2,0.19,0.13,0.0,0.75,1.0,0.25,0.5,0.58,0.09,0.36,0.0,0.77,0.14,4.37,1.57,3.21,1.1,0.75,1.02,0.0,8.3,2.0,1.0,2.35,5.31,0.77,1.21,0.0,6.45,0.53,3.09,1.11,2.27,0.77,0.53,0.72,0.0,5.87,1.41,0.71,1.66,3.76,0.55,0.85,0.0,4.56,0.38,0.49,11.75,8.31,0.89,44.57,0.49,11.75,8.31,0.89,44.57,0.08,0.12,0.02,0.05,0.03,0.11,0.0,0.21,0.01,0.03,0.04,0.15,0.14,0.02,0.0,0.12,0.02,2.0,3.14,0.64,1.36,0.73,2.77,0.0,5.59,0.18,0.73,1.0,3.86,3.73,0.5,0.0,3.18,0.64,47.34,13.16,18.74,6.78,11.91,14.76,1.92,2.4,3.29
488,247,760,86,49,241,19,2408,25.68,126.74,4.93,40.0,1.56,13.0,0.51,2360.25,2171.67,2461.09,4.84,4.45,124.22,114.3,5.04,129.53,0.7,0.28,0.72,0.12,0.25,0.17,0.67,0.69,0.8,0.6,0.55,0.58,0.16,0.4,0.0,0.78,0.14,4.81,2.1,5.09,0.69,0.71,1.31,1.15,6.11,1.79,1.34,2.46,4.04,1.28,1.55,0.0,5.22,0.53,3.4,1.49,3.6,0.49,0.5,0.93,0.82,4.32,1.26,0.95,1.74,2.86,0.91,1.1,0.0,3.69,0.38,0.49,10.91,7.71,0.89,42.64,0.49,10.91,7.71,0.89,42.64,0.1,0.12,0.1,0.07,0.02,0.12,0.01,0.16,0.01,0.01,0.04,0.1,0.12,0.03,0.0,0.09,0.03,2.47,3.05,2.63,1.79,0.42,3.05,0.16,4.11,0.26,0.26,1.05,2.53,3.21,0.79,0.0,2.37,0.74,49.01,12.8,17.32,9.17,12.06,14.65,1.63,2.03,2.79
981,535,1355,143,53,432,58,4427,16.91,76.33,4.51,23.36,1.38,9.22,0.55,4794.84,3955.53,5115.59,4.89,4.03,82.67,68.2,5.21,88.2,0.78,0.19,0.83,0.16,0.08,0.11,0.0,0.72,0.55,0.09,0.16,0.65,0.06,0.36,0.0,0.71,0.25,6.91,1.96,5.0,1.4,0.49,1.07,0.0,9.62,2.56,0.51,1.58,5.42,0.83,1.71,0.0,8.1,0.71,4.88,1.39,3.54,0.99,0.34,0.76,0.0,6.8,1.81,0.36,1.11,3.83,0.59,1.21,0.0,5.73,0.5,0.44,13.79,9.75,0.88,44.9,0.44,13.79,9.75,0.88,44.9,0.08,0.11,0.04,0.07,0.04,0.09,0.0,0.18,0.02,0.03,0.1,0.07,0.18,0.02,0.0,0.13,0.01,1.34,1.79,0.62,1.26,0.66,1.5,0.0,3.05,0.38,0.59,1.78,1.19,3.02,0.38,0.0,2.22,0.14,72.81,7.31,12.6,5.46,8.98,8.28,3.27,4.09,5.61
1294,622,1876,187,76,483,48,6158,26.96,128.29,4.76,39.08,1.45,12.96,0.48,6447.38,5604.86,6437.5,4.98,4.33,134.32,116.77,4.97,134.11,0.74,0.17,0.76,0.08,0.17,0.06,0.0,0.53,0.62,0.06,0.27,0.5,0.05,0.48,0.0,0.61,0.04,6.9,1.94,4.7,0.69,1.09,0.74,0.0,8.51,1.77,0.42,2.44,6.27,0.64,2.69,0.0,8.03,0.19,4.88,1.37,3.33,0.49,0.77,0.52,0.0,6.02,1.25,0.29,1.73,4.43,0.45,1.91,0.0,5.68,0.13,0.37,13.43,9.49,0.86,38.76,0.37,13.43,9.49,0.86,38.76,0.07,0.1,0.03,0.06,0.03,0.11,0.0,0.2,0.01,0.04,0.06,0.12,0.12,0.02,0.0,0.13,0.02,1.79,2.69,0.79,1.58,0.85,3.06,0.0,5.4,0.17,1.08,1.69,3.23,3.27,0.65,0.0,3.56,0.58,56.82,12.03,16.56,7.19,11.08,14.46,4.31,5.39,7.39
1352,623,2000,217,61,489,48,6514,28.17,135.71,4.82,41.67,1.48,12.98,0.46,6692.13,5481.06,6334.37,4.95,4.05,139.42,114.19,4.69,131.97,0.46,0.17,0.71,0.11,0.1,0.09,0.0,0.56,0.5,0.04,0.25,0.41,0.05,0.41,0.0,0.66,0.03,5.4,2.03,5.59,0.89,0.62,1.02,0.0,9.2,1.73,0.33,2.11,4.82,0.69,1.92,0.0,8.3,0.17,3.82,1.43,3.95,0.63,0.44,0.72,0.0,6.5,1.22,0.23,1.49,3.41,0.49,1.36,0.0,5.87,0.12,0.36,13.3,9.4,0.86,37.71,0.36,13.3,9.4,0.86,37.71,0.1,0.1,0.05,0.05,0.03,0.1,0.0,0.2,0.01,0.06,0.05,0.1,0.12,0.02,0.0,0.12,0.03,2.83,2.92,1.29,1.29,0.85,2.9,0.0,5.69,0.25,1.71,1.52,2.81,3.52,0.46,0.0,3.27,0.75,53.1,12.85,17.69,6.44,11.48,15.35,4.51,5.63,7.73
790,360,1141,123,33,325,29,3745,27.24,129.14,4.74,39.34,1.44,12.41,0.46,3654.67,3067.98,3932.04,4.63,3.88,126.02,105.79,4.98,135.59,0.8,0.25,0.82,0.22,0.14,0.08,0.0,0.51,1.0,0.08,0.37,0.45,0.1,0.57,0.0,0.74,0.08,5.15,2.22,4.35,1.41,0.65,0.76,0.0,6.33,2.24,0.48,2.44,4.66,0.89,2.14,0.0,7.55,0.39,3.64,1.57,3.07,0.99,0.46,0.54,0.0,4.47,1.58,0.34,1.73,3.3,0.63,1.51,0.0,5.34,0.28,0.41,11.56,8.18,0.87,37.66,0.41,11.56,8.18,0.87,37.66,0.05,0.1,0.04,0.05,0.03,0.11,0.0,0.2,0.01,0.05,0.05,0.13,0.1,0.02,0.0,0.13,0.03,1.41,2.79,0.97,1.41,0.72,2.93,0.0,5.38,0.17,1.34,1.48,3.66,2.76,0.48,0.0,3.59,0.9,57.0,12.08,17.12,6.09,10.99,14.52,2.63,3.29,4.51
635,338,771,60,17,301,42,2569,15.12,61.17,4.05,18.36,1.21,8.05,0.53,2657.22,2208.87,3083.86,4.18,3.48,63.27,52.59,4.86,73.43,0.83,0.31,0.73,0.24,0.31,0.17,1.0,0.81,0.61,0.15,0.2,0.69,0.09,0.62,0.2,0.58,0.11,5.0,2.48,2.84,1.56,1.11,1.18,1.0,8.02,2.59,0.67,1.91,5.34,0.88,2.22,0.45,5.76,0.46,3.54,1.75,2.01,1.1,0.78,0.83,0.71,5.67,1.83,0.47,1.35,3.77,0.62,1.57,0.32,4.07,0.32,0.47,11.94,8.45,0.88,43.63,0.47,11.94,8.45,0.88,43.63,0.06,0.1,0.02,0.06,0.02,0.07,0.0,0.15,0.03,0.03,0.14,0.09,0.16,0.02,0.01,0.15,0.03,0.86,1.55,0.36,0.98,0.31,1.1,0.02,2.31,0.43,0.48,2.12,1.4,2.48,0.31,0.12,2.33,0.45,88.77,4.63,9.83,3.63,6.03,5.18,2.12,2.65,3.63
453,205,594,49,14,240,19,1994,23.84,104.95,4.4,31.26,1.31,10.79,0.45,2046.88,1703.11,2187.72,4.52,3.76,107.73,89.64,4.83,115.14,0.92,0.28,0.64,0.25,0.2,0.2,0.0,0.8,0.8,0.19,0.33,0.62,0.11,0.83,1.0,0.63,0.25,4.49,2.06,2.98,1.22,0.63,1.26,0.0,7.38,1.79,0.87,1.83,5.18,0.94,2.04,1.41,4.91,0.5,3.18,1.46,2.11,0.87,0.45,0.89,0.0,5.22,1.26,0.62,1.29,3.66,0.66,1.44,1.0,3.47,0.35,0.53,11.28,7.97,0.9,47.28,0.53,11.28,7.97,0.9,47.28,0.05,0.12,0.05,0.05,0.02,0.09,0.0,0.19,0.01,0.05,0.07,0.15,0.16,0.01,0.0,0.13,0.01,1.26,2.79,1.16,1.26,0.53,2.11,0.0,4.47,0.26,1.11,1.58,3.63,3.84,0.32,0.11,3.16,0.21,71.7,9.18,13.86,4.9,8.84,11.22,1.51,1.89,2.59
1245,553,1887,249,58,538,40,6163,31.12,154.07,4.95,47.17,1.52,13.82,0.44,5944.44,4925.29,6246.37,4.77,3.96,148.61,123.13,5.02,156.16,0.75,0.17,0.79,0.14,0.08,0.04,0.0,0.62,0.76,0.07,0.33,0.51,0.07,0.46,0.0,0.78,0.07,6.97,2.11,4.16,1.0,0.49,0.51,0.0,10.31,3.49,0.45,2.45,6.46,0.81,2.25,0.0,9.45,0.38,4.93,1.49,2.94,0.71,0.34,0.36,0.0,7.29,2.47,0.32,1.73,4.57,0.57,1.59,0.0,6.68,0.27,0.43,15.25,10.78,0.88,47.12,0.43,15.25,10.78,0.88,47.12,0.07,0.12,0.02,0.04,0.03,0.11,0.0,0.22,0.02,0.04,0.04,0.13,0.1,0.02,0.0,0.12,0.02,2.17,3.8,0.7,1.23,0.95,3.4,0.0,6.88,0.53,1.1,1.35,4.03,3.1,0.6,0.0,3.7,0.7,47.02,14.43,20.45,6.88,12.36,17.45,4.15,5.19,7.11
763,383,1150,126,57,364,30,3701,25.43,123.37,4.85,38.33,1.51,12.77,0.5,3798.57,3199.42,3923.31,4.98,4.19,126.62,106.65,5.14,130.78,0.77,0.18,0.87,0.3,0.11,0.1,0.0,0.68,0.88,0.17,0.24,0.62,0.1,0.65,1.0,0.75,0.15,5.34,1.74,4.75,1.9,0.58,0.85,0.0,8.22,3.5,0.93,1.84,5.0,0.98,2.67,1.0,7.96,0.55,3.78,1.23,3.36,1.34,0.41,0.6,0.0,5.81,2.47,0.66,1.3,3.54,0.69,1.89,0.71,5.63,0.39,0.48,13.18,9.32,0.89,46.99,0.48,13.18,9.32,0.89,46.99,0.06,0.12,0.04,0.05,0.04,0.09,0.0,0.19,0.02,0.04,0.08,0.08,0.14,0.02,0.0,0.15,0.02,1.6,3.17,1.0,1.33,0.9,2.27,0.0,4.83,0.53,0.97,1.93,2.13,3.5,0.57,0.03,3.8,0.43,53.51,12.11,16.78,7.87,11.56,14.13,2.54,3.18,4.36
772,390,1028,95,32,355,46,3402,16.78,73.96,4.41,22.35,1.33,8.48,0.51,3491.05,2974.3,3850.12,4.52,3.85,75.89,64.66,4.99,83.7,0.84,0.24,0.91,0.29,0.12,0.09,1.0,0.7,0.58,0.13,0.31,0.47,0.1,0.73,0.5,0.7,0.06,6.2,2.12,4.38,1.78,0.59,0.86,1.0,8.42,2.52,0.73,2.31,4.56,1.06,2.41,0.71,6.97,0.25,4.39,1.5,3.1,1.26,0.42,0.61,0.71,5.95,1.78,0.52,1.64,3.23,0.75,1.71,0.5,4.93,0.18,0.46,12.78,9.03,0.88,44.39,0.46,12.78,9.03,0.88,44.39,0.07,0.1,0.03,0.05,0.03,0.11,0.0,0.19,0.02,0.04,0.07,0.12,0.14,0.01,0.0,0.13,0.02,1.2,1.74,0.5,0.83,0.57,1.87,0.02,3.13,0.41,0.65,1.17,2.02,2.33,0.24,0.04,2.13,0.35,77.15,6.67,11.64,4.76,8.35,7.72,2.57,3.22,4.41
